Gene Symbol	Description	Category	Uniprot ID	Gifts	GC Id	Relevance score	 GeneCards Link	ADHD_gene	autism_gene	parkinsons_gene	stuttering_gene	tic_gene
TBX6	T-Box Transcription Factor 6	Protein Coding	O95947	52	GC16M030085	11.0919208526611	https://www.genecards.org/cgi-bin/carddisp.pl?gene=TBX6	True	True	False	True	False
TBXA2R	Thromboxane A2 Receptor	Protein Coding	P21731	63	GC19M003594	7.03312826156616	https://www.genecards.org/cgi-bin/carddisp.pl?gene=TBXA2R	True	True	False	False	True
TC2N	Tandem C2 Domains, Nuclear	Protein Coding	Q8N9U0	40	GC14M124226	1.00262856483459	https://www.genecards.org/cgi-bin/carddisp.pl?gene=TC2N	False	False	True	False	False
TCAF2	TRPM8 Channel Associated Factor 2	Protein Coding	A6NFQ2	38	GC07P165867	0.0930790454149246	https://www.genecards.org/cgi-bin/carddisp.pl?gene=TCAF2	False	True	False	False	False
TCAIM	T Cell Activation Inhibitor, Mitochondrial	Protein Coding	Q8N3R3	33	GC03P044352	0.480546861886978	https://www.genecards.org/cgi-bin/carddisp.pl?gene=TCAIM	True	True	False	False	False
TCAP	Titin-Cap	Protein Coding	O15273	54	GC17P154753	1.39864635467529	https://www.genecards.org/cgi-bin/carddisp.pl?gene=TCAP	True	False	False	False	True
TCEA1	Transcription Elongation Factor A1	Protein Coding	P23193	48	GC08M053966	0.953969299793243	https://www.genecards.org/cgi-bin/carddisp.pl?gene=TCEA1	True	False	False	False	False
TCEA2	Transcription Elongation Factor A2	Protein Coding	Q15560	46	GC20P064049	0.953969299793243	https://www.genecards.org/cgi-bin/carddisp.pl?gene=TCEA2	True	False	False	False	False
TCEA3	Transcription Elongation Factor A3	Protein Coding	O75764	47	GC01M023382	1.6523232460022	https://www.genecards.org/cgi-bin/carddisp.pl?gene=TCEA3	True	False	False	False	False
TCEAL1	Transcription Elongation Factor A Like 1	Protein Coding	Q15170	48	GC0XP103628	0.736529111862183	https://www.genecards.org/cgi-bin/carddisp.pl?gene=TCEAL1	False	True	False	False	True
TCEAL2	Transcription Elongation Factor A Like 2	Protein Coding	Q9H3H9	40	GC0XP102125	1.21995079517365	https://www.genecards.org/cgi-bin/carddisp.pl?gene=TCEAL2	False	False	True	False	False
TCEAL7	Transcription Elongation Factor A Like 7	Protein Coding	Q9BRU2	41	GC0XP103330	0.0930790454149246	https://www.genecards.org/cgi-bin/carddisp.pl?gene=TCEAL7	False	True	False	False	False
TCERG1	Transcription Elongation Regulator 1	Protein Coding	O14776	52	GC05P146447	0.772881925106049	https://www.genecards.org/cgi-bin/carddisp.pl?gene=TCERG1	False	True	False	False	False
TCERG1L	Transcription Elongation Regulator 1 Like	Protein Coding	Q5VWI1	39	GC10M131092	0.772881925106049	https://www.genecards.org/cgi-bin/carddisp.pl?gene=TCERG1L	True	True	False	False	False
TCERG1L-AS1	TCERG1L Antisense RNA 1	RNA Gene		12	GC10P131095	0.772881925106049	https://www.genecards.org/cgi-bin/carddisp.pl?gene=TCERG1L-AS1	False	True	False	False	False
TCF12	Transcription Factor 12	Protein Coding	Q99081	57	GC15P056918	9.99052619934082	https://www.genecards.org/cgi-bin/carddisp.pl?gene=TCF12	True	True	False	True	False
TCF15	Transcription Factor 15	Protein Coding	Q12870	44	GC20M000715	2.53807926177979	https://www.genecards.org/cgi-bin/carddisp.pl?gene=TCF15	True	True	False	False	False
TCF19	Transcription Factor 19	Protein Coding	Q9Y242	45	GC06P181882	0.480546861886978	https://www.genecards.org/cgi-bin/carddisp.pl?gene=TCF19	False	True	False	False	False
TCF20	Transcription Factor 20	Protein Coding	Q9UGU0	50	GC22M042160	18.3438758850098	https://www.genecards.org/cgi-bin/carddisp.pl?gene=TCF20	True	True	False	False	True
TCF25	TCF25 Ribosome Quality Control Complex Subunit	Protein Coding	Q9BQ70	45	GC16P089873	1.13133585453033	https://www.genecards.org/cgi-bin/carddisp.pl?gene=TCF25	False	True	True	False	False
TCF3	Transcription Factor 3	Protein Coding	P15923	59	GC19M001609	7.29289579391479	https://www.genecards.org/cgi-bin/carddisp.pl?gene=TCF3	False	True	False	False	False
TCF4	Transcription Factor 4	Protein Coding	P15884	60	GC18M055222	14.0705995559692	https://www.genecards.org/cgi-bin/carddisp.pl?gene=TCF4	True	True	False	False	True
TCF4-AS1	TCF4 Antisense RNA 1	RNA Gene		20	GC18P055453	1.41560459136963	https://www.genecards.org/cgi-bin/carddisp.pl?gene=TCF4-AS1	True	True	False	False	False
TCF7L1	Transcription Factor 7 Like 1	Protein Coding	Q9HCS4	52	GC02P085133	7.43062496185303	https://www.genecards.org/cgi-bin/carddisp.pl?gene=TCF7L1	False	True	False	False	False
TCF7L2	Transcription Factor 7 Like 2	Protein Coding	Q9NQB0	59	GC10P112950	11.6830148696899	https://www.genecards.org/cgi-bin/carddisp.pl?gene=TCF7L2	True	True	False	False	True
TCFL5	Transcription Factor Like 5	Protein Coding	Q9UL49	44	GC20M062841	0.0930790454149246	https://www.genecards.org/cgi-bin/carddisp.pl?gene=TCFL5	False	True	False	False	False
TCHP	Trichoplein Keratin Filament Binding	Protein Coding	Q9BT92	47	GC12P109909	2.9103832244873	https://www.genecards.org/cgi-bin/carddisp.pl?gene=TCHP	True	True	True	False	False
TCIM	Transcriptional And Immune Response Regulator	Protein Coding	Q9NR00	42	GC08P040153	1.00262856483459	https://www.genecards.org/cgi-bin/carddisp.pl?gene=TCIM	True	False	True	False	True
TCIRG1	T Cell Immune Regulator 1, ATPase H+ Transporting V0 Subunit A3	Protein Coding	Q13488	57	GC11P108023	7.16476202011108	https://www.genecards.org/cgi-bin/carddisp.pl?gene=TCIRG1	True	True	False	False	True
TCN1	Transcobalamin 1	Protein Coding	P20061	54	GC11M139562	0.433882534503937	https://www.genecards.org/cgi-bin/carddisp.pl?gene=TCN1	False	True	False	False	False
TCN2	Transcobalamin 2	Protein Coding	P20062	55	GC22P091923	10.8964290618896	https://www.genecards.org/cgi-bin/carddisp.pl?gene=TCN2	False	True	False	False	False
TCOF1	Treacle Ribosome Biogenesis Factor 1	Protein Coding	Q13428	54	GC05P159304	0.772881925106049	https://www.genecards.org/cgi-bin/carddisp.pl?gene=TCOF1	True	True	False	False	False
TCP1	T-Complex 1	Protein Coding	P17987	56	GC06M159778	1.75240778923035	https://www.genecards.org/cgi-bin/carddisp.pl?gene=TCP1	False	True	True	False	False
TCP10L2	T-Complex 10 Like 2 (Pseudogene)	Pseudogene		25	GC06P167170	0.480546861886978	https://www.genecards.org/cgi-bin/carddisp.pl?gene=TCP10L2	False	True	False	False	False
TCP10L3	T-Complex 10 Like 3 (Pseudogene)	Pseudogene		28	GC06M167373	1.00262856483459	https://www.genecards.org/cgi-bin/carddisp.pl?gene=TCP10L3	False	False	True	False	False
TCP11	T-Complex 11	Protein Coding	Q8WWU5	44	GC06M106621	1.62736713886261	https://www.genecards.org/cgi-bin/carddisp.pl?gene=TCP11	True	False	False	False	False
TCP1P1	T-Complex 1 Pseudogene 1	Pseudogene		10	GC07P042804	0.0930790454149246	https://www.genecards.org/cgi-bin/carddisp.pl?gene=TCP1P1	False	True	False	False	False
TCTA	T Cell Leukemia Translocation Altered	Protein Coding	P57738	40	GC03P049412	0.480546861886978	https://www.genecards.org/cgi-bin/carddisp.pl?gene=TCTA	True	True	False	False	False
TCTN1	Tectonic Family Member 1	Protein Coding	Q2MV58	51	GC12P110614	7.46701049804688	https://www.genecards.org/cgi-bin/carddisp.pl?gene=TCTN1	True	True	False	False	False
TCTN2	Tectonic Family Member 2	Protein Coding	Q96GX1	51	GC12P123671	7.46701049804688	https://www.genecards.org/cgi-bin/carddisp.pl?gene=TCTN2	True	True	False	False	False
TCTN3	Tectonic Family Member 3	Protein Coding	Q6NUS6	52	GC10M095663	7.46701049804688	https://www.genecards.org/cgi-bin/carddisp.pl?gene=TCTN3	True	True	False	False	False
TDG	Thymine DNA Glycosylase	Protein Coding	Q13569	55	GC12P103965	2.05753231048584	https://www.genecards.org/cgi-bin/carddisp.pl?gene=TDG	True	True	False	False	False
TDO2	Tryptophan 2,3-Dioxygenase	Protein Coding	P48775	60	GC04P155854	3.08620047569275	https://www.genecards.org/cgi-bin/carddisp.pl?gene=TDO2	True	True	True	True	True
TDP1	Tyrosyl-DNA Phosphodiesterase 1	Protein Coding	Q9NUW8	58	GC14P089954	0.433882534503937	https://www.genecards.org/cgi-bin/carddisp.pl?gene=TDP1	False	True	False	False	False
TDP2	Tyrosyl-DNA Phosphodiesterase 2	Protein Coding	O95551	57	GC06M024651	1.00262856483459	https://www.genecards.org/cgi-bin/carddisp.pl?gene=TDP2	True	True	True	False	False
TDRD12	Tudor Domain Containing 12	Protein Coding	Q587J7	38	GC19P032719	0.2486432492733	https://www.genecards.org/cgi-bin/carddisp.pl?gene=TDRD12	False	False	True	False	False
TDRD3	Tudor Domain Containing 3	Protein Coding	Q9H7E2	46	GC13P060396	2.66891193389893	https://www.genecards.org/cgi-bin/carddisp.pl?gene=TDRD3	True	True	False	False	False
TDRD7	Tudor Domain Containing 7	Protein Coding	Q8NHU6	49	GC09P107128	0.844299674034119	https://www.genecards.org/cgi-bin/carddisp.pl?gene=TDRD7	False	True	False	False	False
TDRKH	Tudor And KH Domain Containing	Protein Coding	Q9Y2W6	48	GC01M167313	0.175817310810089	https://www.genecards.org/cgi-bin/carddisp.pl?gene=TDRKH	True	False	True	False	False
TEAD1	TEA Domain Transcription Factor 1	Protein Coding	P28347	60	GC11P012674	1.62736713886261	https://www.genecards.org/cgi-bin/carddisp.pl?gene=TEAD1	True	False	False	False	False
TEAD4	TEA Domain Transcription Factor 4	Protein Coding	Q15561	50	GC12P002959	1.00262856483459	https://www.genecards.org/cgi-bin/carddisp.pl?gene=TEAD4	False	False	True	False	False
TEC	Tec Protein Tyrosine Kinase	Protein Coding	P42680	57	GC04M048359	1.00262856483459	https://www.genecards.org/cgi-bin/carddisp.pl?gene=TEC	False	False	True	False	False
TECPR1	Tectonin Beta-Propeller Repeat Containing 1	Protein Coding	Q7Z6L1	44	GC07M098214	0.131633654236794	https://www.genecards.org/cgi-bin/carddisp.pl?gene=TECPR1	False	True	False	False	False
TECPR2	Tectonin Beta-Propeller Repeat Containing 2	Protein Coding	O15040	47	GC14P102362	11.3011693954468	https://www.genecards.org/cgi-bin/carddisp.pl?gene=TECPR2	True	True	False	False	False
TECR	Trans-2,3-Enoyl-CoA Reductase	Protein Coding	Q9NZ01	55	GC19P014517	1.00262856483459	https://www.genecards.org/cgi-bin/carddisp.pl?gene=TECR	False	True	True	False	False
TECRL	Trans-2,3-Enoyl-CoA Reductase Like	Protein Coding	Q5HYJ1	46	GC04M064275	1.00262856483459	https://www.genecards.org/cgi-bin/carddisp.pl?gene=TECRL	False	True	True	False	False
TECTA	Tectorin Alpha	Protein Coding	O75443	50	GC11P121101	0.259767442941666	https://www.genecards.org/cgi-bin/carddisp.pl?gene=TECTA	True	True	False	False	False
TEF	TEF Transcription Factor, PAR BZIP Family Member	Protein Coding	Q10587	48	GC22P041367	1.72527086734772	https://www.genecards.org/cgi-bin/carddisp.pl?gene=TEF	False	False	True	False	False
TEK	TEK Receptor Tyrosine Kinase	Protein Coding	Q02763	64	GC09P027109	0.397497028112411	https://www.genecards.org/cgi-bin/carddisp.pl?gene=TEK	False	True	False	False	False
TEKT1	Tektin 1	Protein Coding	Q969V4	48	GC17M006789	0.0930790454149246	https://www.genecards.org/cgi-bin/carddisp.pl?gene=TEKT1	False	True	False	False	False
TEKT2	Tektin 2	Protein Coding	Q9UIF3	46	GC01P036084	0.397497028112411	https://www.genecards.org/cgi-bin/carddisp.pl?gene=TEKT2	False	True	False	False	False
TEKT3	Tektin 3	Protein Coding	Q9BXF9	50	GC17M015303	0.73432731628418	https://www.genecards.org/cgi-bin/carddisp.pl?gene=TEKT3	False	True	False	False	False
TEKT4	Tektin 4	Protein Coding	Q8WW24	47	GC02P099893	0.379151344299316	https://www.genecards.org/cgi-bin/carddisp.pl?gene=TEKT4	False	True	False	False	False
TEKT4P2	Tektin 4 Pseudogene 2	Pseudogene		13	GC21M009073	1.00262856483459	https://www.genecards.org/cgi-bin/carddisp.pl?gene=TEKT4P2	False	True	True	False	False
TELO2	Telomere Maintenance 2	Protein Coding	Q9Y4R8	51	GC16P001493	7.16476202011108	https://www.genecards.org/cgi-bin/carddisp.pl?gene=TELO2	True	True	False	False	False
TENM1	Teneurin Transmembrane Protein 1	Protein Coding	Q9UKZ4	48	GC0XM124375	7.79300308227539	https://www.genecards.org/cgi-bin/carddisp.pl?gene=TENM1	False	True	False	False	False
TENM2	Teneurin Transmembrane Protein 2	Protein Coding	Q9NT68	46	GC05P166979	2.73712825775146	https://www.genecards.org/cgi-bin/carddisp.pl?gene=TENM2	True	True	False	False	False
TENM3	Teneurin Transmembrane Protein 3	Protein Coding	Q9P273	49	GC04P181448	2.05753231048584	https://www.genecards.org/cgi-bin/carddisp.pl?gene=TENM3	False	True	False	False	False
TENM4	Teneurin Transmembrane Protein 4	Protein Coding	Q6N022	48	GC11M078652	15.7391748428345	https://www.genecards.org/cgi-bin/carddisp.pl?gene=TENM4	True	True	True	False	False
TENT4A	Terminal Nucleotidyltransferase 4A	Protein Coding	Q5XG87	47	GC05P006713	4.960853099823	https://www.genecards.org/cgi-bin/carddisp.pl?gene=TENT4A	True	False	False	False	False
TENT5C	Terminal Nucleotidyltransferase 5C	Protein Coding	Q5VWP2	45	GC01P117606	0.584532201290131	https://www.genecards.org/cgi-bin/carddisp.pl?gene=TENT5C	False	True	False	False	False
TENT5D	Terminal Nucleotidyltransferase 5D	Protein Coding	Q8NEK8	38	GC0XP080336	1.00262856483459	https://www.genecards.org/cgi-bin/carddisp.pl?gene=TENT5D	False	True	True	False	False
TERB1	Telomere Repeat Binding Bouquet Formation Protein 1	Protein Coding	Q8NA31	42	GC16M067802	0.259767442941666	https://www.genecards.org/cgi-bin/carddisp.pl?gene=TERB1	True	True	False	False	False
TERC	Telomerase RNA Component	RNA Gene		36	GC03M169765	1.54866027832031	https://www.genecards.org/cgi-bin/carddisp.pl?gene=TERC	True	True	False	False	False
TERF1	Telomeric Repeat Binding Factor 1	Protein Coding	P54274	55	GC08P073008	0.772881925106049	https://www.genecards.org/cgi-bin/carddisp.pl?gene=TERF1	False	True	False	False	False
TERF1P3	TERF1 Pseudogene 3	Pseudogene		8	GC04M136353	1.62736713886261	https://www.genecards.org/cgi-bin/carddisp.pl?gene=TERF1P3	True	False	False	False	False
TERF2	Telomeric Repeat Binding Factor 2	Protein Coding	Q15554	55	GC16M069355	1.34911632537842	https://www.genecards.org/cgi-bin/carddisp.pl?gene=TERF2	True	False	False	False	False
TERF2IP	TERF2 Interacting Protein	Protein Coding	Q9NYB0	52	GC16P075647	1.16820991039276	https://www.genecards.org/cgi-bin/carddisp.pl?gene=TERF2IP	True	True	False	False	False
TERT	Telomerase Reverse Transcriptase	Protein Coding	O14746	64	GC05M001253	0.175817310810089	https://www.genecards.org/cgi-bin/carddisp.pl?gene=TERT	True	True	True	False	True
TES	Testin LIM Domain Protein	Protein Coding	Q9UGI8	48	GC07P116210	0.131633654236794	https://www.genecards.org/cgi-bin/carddisp.pl?gene=TES	False	True	False	False	False
TET1	Tet Methylcytosine Dioxygenase 1	Protein Coding	Q8NFU7	51	GC10P068560	3.9130117893219	https://www.genecards.org/cgi-bin/carddisp.pl?gene=TET1	True	True	True	False	False
TET18P	Tetrasomy 18p	Genetic Locus		4	GC18U900701	3.88218784332275	https://www.genecards.org/cgi-bin/carddisp.pl?gene=TET18P	True	False	False	False	False
TET2	Tet Methylcytosine Dioxygenase 2	Protein Coding	Q6N021	58	GC04P105145	1.07545459270477	https://www.genecards.org/cgi-bin/carddisp.pl?gene=TET2	True	True	True	False	False
TET2-AS1	TET2 Antisense RNA 1	RNA Gene		23	GC04M105171	0.480546861886978	https://www.genecards.org/cgi-bin/carddisp.pl?gene=TET2-AS1	True	True	False	False	False
TET3	Tet Methylcytosine Dioxygenase 3	Protein Coding	O43151	53	GC02P074106	0.175817310810089	https://www.genecards.org/cgi-bin/carddisp.pl?gene=TET3	True	True	True	False	False
TEX10	Testis Expressed 10	Protein Coding	Q9NXF1	41	GC09M100302	0.131633654236794	https://www.genecards.org/cgi-bin/carddisp.pl?gene=TEX10	False	True	False	False	False
TEX11	Testis Expressed 11	Protein Coding	Q8IYF3	47	GC0XM070768	0.259767442941666	https://www.genecards.org/cgi-bin/carddisp.pl?gene=TEX11	True	True	False	False	False
TEX13B	Testis Expressed 13B	Protein Coding	Q9BXU2	40	GC0XM107980	1.34911632537842	https://www.genecards.org/cgi-bin/carddisp.pl?gene=TEX13B	True	False	False	False	False
TEX14	Testis Expressed 14, Intercellular Bridge Forming Factor	Protein Coding	Q8IWB6	52	GC17M058556	0.259767442941666	https://www.genecards.org/cgi-bin/carddisp.pl?gene=TEX14	True	True	False	False	False
TEX15	Testis Expressed 15, Meiosis And Synapsis Associated	Protein Coding	Q9BXT5	45	GC08M030831	7.29289579391479	https://www.genecards.org/cgi-bin/carddisp.pl?gene=TEX15	True	True	False	False	False
TEX26	Testis Expressed 26	Protein Coding	Q8N6G2	36	GC13P030932	0.259767442941666	https://www.genecards.org/cgi-bin/carddisp.pl?gene=TEX26	True	True	False	False	False
TEX261	Testis Expressed 261	Protein Coding	Q6UWH6	38	GC02M070971	0.480546861886978	https://www.genecards.org/cgi-bin/carddisp.pl?gene=TEX261	True	True	False	False	False
TEX28	Testis Expressed 28	Protein Coding	O15482	41	GC0XM154271	1.51751327514648	https://www.genecards.org/cgi-bin/carddisp.pl?gene=TEX28	True	True	False	False	False
TEX29	Testis Expressed 29	Protein Coding	Q8N6K0	42	GC13P111316	1.00262856483459	https://www.genecards.org/cgi-bin/carddisp.pl?gene=TEX29	False	False	True	False	False
TEX41	Testis Expressed 41	RNA Gene		25	GC02P154620	0.480546861886978	https://www.genecards.org/cgi-bin/carddisp.pl?gene=TEX41	True	True	False	False	True
TEX44	Testis Expressed 44	Protein Coding	Q53QW1	35	GC02P234921	0.480546861886978	https://www.genecards.org/cgi-bin/carddisp.pl?gene=TEX44	True	True	False	False	False
TEX47	Testis Expressed 47	Protein Coding	Q8TBZ9	31	GC07M088795	0.161217644810677	https://www.genecards.org/cgi-bin/carddisp.pl?gene=TEX47	False	True	False	False	False
TF	Transferrin	Protein Coding	P02787	64	GC03P143239	7.0102105140686	https://www.genecards.org/cgi-bin/carddisp.pl?gene=TF	True	True	True	False	False
TFAM	Transcription Factor A, Mitochondrial	Protein Coding	Q00059	57	GC10P058385	7.1613507270813	https://www.genecards.org/cgi-bin/carddisp.pl?gene=TFAM	False	True	True	True	False
TFAP2A	Transcription Factor AP-2 Alpha	Protein Coding	P05549	60	GC06M010393	7.85504150390625	https://www.genecards.org/cgi-bin/carddisp.pl?gene=TFAP2A	True	True	False	False	False
TFAP2A-AS2	TFAP2A Antisense RNA 2	RNA Gene		18	GC06P010404	1.00274896621704	https://www.genecards.org/cgi-bin/carddisp.pl?gene=TFAP2A-AS2	False	True	False	False	False
TFAP2B	Transcription Factor AP-2 Beta	Protein Coding	Q92481	57	GC06P182131	7.91117191314697	https://www.genecards.org/cgi-bin/carddisp.pl?gene=TFAP2B	True	True	False	False	False
TFAP2C	Transcription Factor AP-2 Gamma	Protein Coding	Q92754	53	GC20P056629	0.681229293346405	https://www.genecards.org/cgi-bin/carddisp.pl?gene=TFAP2C	False	False	False	True	False
TFAP2D	Transcription Factor AP-2 Delta	Protein Coding	Q7Z6R9	45	GC06P050713	1.00262856483459	https://www.genecards.org/cgi-bin/carddisp.pl?gene=TFAP2D	True	True	True	False	False
TFAP4	Transcription Factor AP-4	Protein Coding	Q01664	44	GC16M050006	0.164958119392395	https://www.genecards.org/cgi-bin/carddisp.pl?gene=TFAP4	False	False	False	False	True
TFB1M	Transcription Factor B1, Mitochondrial	Protein Coding	Q8WVM0	52	GC06M155247	1.73660361766815	https://www.genecards.org/cgi-bin/carddisp.pl?gene=TFB1M	True	True	True	True	False
TFB2M	Transcription Factor B2, Mitochondrial	Protein Coding	Q9H5Q4	48	GC01M246540	1.73660361766815	https://www.genecards.org/cgi-bin/carddisp.pl?gene=TFB2M	False	True	True	False	False
TFCP2	Transcription Factor CP2	Protein Coding	Q12800	52	GC12M051093	0.826653361320496	https://www.genecards.org/cgi-bin/carddisp.pl?gene=TFCP2	False	True	False	False	False
TFDP2	Transcription Factor Dp-2	Protein Coding	Q14188	50	GC03M141944	0.480546861886978	https://www.genecards.org/cgi-bin/carddisp.pl?gene=TFDP2	True	True	False	False	False
TFE3	Transcription Factor Binding To IGHM Enhancer 3	Protein Coding	P19532	58	GC0XM049028	0.175817310810089	https://www.genecards.org/cgi-bin/carddisp.pl?gene=TFE3	False	True	True	False	True
TFEB	Transcription Factor EB	Protein Coding	P19484	55	GC06M106693	5.04257869720459	https://www.genecards.org/cgi-bin/carddisp.pl?gene=TFEB	True	True	True	False	False
TFEC	Transcription Factor EC	Protein Coding	O14948	49	GC07M115935	0.131633654236794	https://www.genecards.org/cgi-bin/carddisp.pl?gene=TFEC	False	True	False	False	False
TFG	Trafficking From ER To Golgi Regulator	Protein Coding	Q92734	55	GC03P100709	0.351634621620178	https://www.genecards.org/cgi-bin/carddisp.pl?gene=TFG	False	True	True	False	False
